"ID_position","ID_site","GPS_x","GPS_x_accur","GPS_y","GPS_y_accur","elevation","macroexposure_d","macroexposure","slope","exposure_d","exposure","microtopography","wind_edge","soil_depth","soil_moist","ID_species","species","position_description","soil_sample_GMT","pH_CaCl2","water_soluble_P","citricacid_soluble_P","carbon","nitrogen","C_N_ratio","d13C","d15N","Temp_min","Temp_max","Temp_ampl","Temp_ampl_max","Temp_min_JS","Temp_min_snowfree","GDH.0_SS","GDH.0_JA","GDH.0_MA","GDH.5_SS","GDH.5_JA","GDH.5_MA","FDH.0_OA","wintersnow19_GMT","wintersnow19_day","snowfree20_GMT","snowfree20_day","seasonstart20_GMT","seasonstart20_day","wintersnow20_GMT","wintersnow20_day","days_snow19_20","days_snowfree20","days_frozen","days_growper20.1","days_growper20.5","Indval_T","Indval_N","Indval_L","Indval_F","Indval_H","Indval_R","Carexcurvula","Nardusstricta","Achilleaerbarotta","Adenostylesalliariae","Agrostisalpina","Agrostisrupestris","Agrostisschraderiana","Alchemillapentaphyllea","Alchemillavulgaris","Antennariacarpatica","Anthoxanthumalpinum","Arenariabiflora","Arnicamontana","Avenellaflexuosa","Campanulabarbata","Campanulascheuchzeri","Cardamineresedifolia","Carexfoetida","Carexpallescens","Carexsempervirens","Cerastiumcerastoides","Cirsiumspinosissimum","Elynamyosuroides","Epilobiumanagallidifolium","Euphrasiaminima","Festucaviolacea","Festucasp","Galiumanisophyllon","Gentianaacaulis","Gentianabavarica","Gentianapunctata","Gentianapurpurea","Geummontanum","Gnaphaliumhoppeanum","Gnaphaliumnorvegicum","Gnaphaliumsupinum","Helictotrichonversicolor","Hieraciumalpinum","Hieraciumpiliferum","Homogynealpina","Juncusjacquinii","Juncustrifidus","Leontodonhelveticus","Leontodonhispidus","Leucanthemopsisalpina","Ligusticummutellina","Ligusticummutellinoides","Loiseleuriaprocumbens","Lotuscorniculatus","Luzulaalpinopilosa","Luzulalutea","Luzulaspicata","Minuartiasedoides","Myosotisalpestris","Pediculariskerneri","Peucedanumostruthium","Phleumalpinum","Phleumrhaeticum","Phyteumabetonicifolium","Phyteumahemisphaericum","Poaalpina","Polygonumviviparum","Potentillaaurea","Primulahirsuta","Pulsatillavernalis","Pulsatillaalpinaapiifolia","Ranunculusaconitifolius","Ranunculusmontanus","Ranunculusvillarsii","Saginasaginoides","Salixherbacea","Saxifragabryoides","Sedumalpestre","Sempervivummontanum","Senecioincanusincanus","Sibbaldiaprocumbens","Sileneexscapa","Soldanellapusilla","Solidagovirgaureaminuta","Trifoliumalpinum","Trisetumspicatum","Vacciniumgaultherioides","Vacciniummyrtillus","Vacciniumvitisidaea","Veronicaalpina","Veronicabellidioides"
60,4,2674778,5,1159212,5,2686,168,"S",14,137,"SE","convex",FALSE,19.33,26.19,16,"Cc","unter Carex-Horst",2020-09-18 13:40:00,4.11,7.1,32.2,104.5,6.8,15.5,-25.41,1.86,-2.4523,26.0508,28.5031,19.7459,2.327,-2.4523,NA,10886.7168,36155.7124,NA,7059.0574,20346.1992,-840.319,2019-11-03 01:00:00,64,2020-02-04 17:00:00,157,2020-03-20 13:00:00,202,2020-09-24 23:00:00,390,93,233,28,NA,NA,1.375,2,4.375,2.3125,3.5,2,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.05
61,4,2674778,5,1159212,5,2686,168,"S",17,133,"SE","convex",FALSE,21,27.81,NA,"Con","Kontrolle zu 60 (20cm daneben) unter Trifolium",2020-09-18 13:45:00,3.94,6.7,23.4,97.5,6.8,14.4,-25.02,2.98,-2.6688,29.4838,32.1526,23.5804,1.9054,-2.6688,NA,11053.2004,36059.7202,NA,7235.1096,20632.9454,-1114.3134,2019-11-03 01:00:00,64,2020-02-04 11:00:00,157,2020-03-21 11:00:00,203,2020-09-24 23:00:00,390,93,233,37,NA,NA,1.3,2,4.5,2.35,3.6,2,0.3,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.05
62,5,2674831,5,1159107,5,2635,134,"SE",35,153,"SE","convex",FALSE,16.67,31.4666666666667,16,"Cc","bei -20cm am ""Abgrund"" in Carex curvula; viel Moos hier",2020-09-11 09:15:00,3.58,16.2,42.5,90.6,6.1,14.7,-25.51,3.85,-1.9828,23.7186,25.7014,21.2005,0.0306,-0.3468,NA,8991.5474,NA,NA,5197.5762,NA,NA,2019-11-03 01:00:00,64,2020-04-02 15:00:00,215,2020-04-02 15:00:00,215,2020-09-24 23:00:00,390,151,175,45,NA,NA,1.29166666666667,2.08333333333333,4.33333333333333,2.5,3.18181818181818,1.83333333333333,0.55,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0.01,0,0.01,0.01,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.01
63,5,2674831,5,1159107,5,2635,134,"SE",20,150,"SE","convex",FALSE,34.67,35.0166666666667,NA,"Con","Kontrolle zu 62",2020-09-11 09:25:00,3.66,41.1,62.3,104.2,7.2,14.5,-24.99,3.53,-2.4104,23.7611,26.1715,21.207,1.6813,-0.2696,NA,9600.4722,29743.2734,NA,5784.2426,15570.416,-974.0964,2019-11-03 01:00:00,64,2020-04-04 11:00:00,217,2020-04-04 11:00:00,217,2020-09-24 23:00:00,390,153,173,55,NA,NA,1.29166666666667,2.08333333333333,4.33333333333333,2.5,3.18181818181818,1.83333333333333,0.35,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0.01,0,0.03,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.03
64,5,2674831,5,1159107,5,2635,134,"SE",28,134,"SE","convex",FALSE,19,39.8833333333333,16,"Cc","Carex (kleiner Horst); bei 85 cm",2020-09-11 09:35:00,3.67,14.8,41,98.2,6.2,15.8,-25.66,2.94,-3.8396,24.0584,27.898,15.501,2.1373,-3.8396,43798.3578,10030.35,30059.125,20847.7112,6195.9854,15345.454,-1567.922,2019-11-03 01:00:00,64,2020-01-10 03:00:00,132,2020-04-02 15:00:00,215,2020-09-24 23:00:00,390,68,258,61,217,161,1.375,2.16666666666667,4.16666666666667,2.79166666666667,3.18181818181818,1.83333333333333,0.55,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.02,0.05,0,0.02,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
65,5,2674831,5,1159107,5,2635,134,"SE",13,102,"E","flat",FALSE,18.67,39.9,54,"Ns","Nardus; bei 160cm",2020-09-11 09:55:00,3.65,11.9,54.1,100.6,6.1,16.4,-25.63,3.38,-0.4449,20.7968,21.2417,12.5445,2.5066,0.0576,43246.7114,10020.5218,29291.2616,20046.8224,6180.5218,14789.9478,-247.9856,2019-11-03 01:00:00,64,2020-04-05 11:00:00,218,2020-04-05 11:00:00,218,2020-09-24 23:00:00,390,154,172,16,219,155,1.5,2.36363636363636,4.09090909090909,3,3,2.18181818181818,0.35,0.2,0,0,0,0,0,0.03,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.1,0,0,0,0.05,0,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,5,2674831,5,1159107,5,2635,134,"SE",11,100,"E","flat",FALSE,22,42.6333333333333,NA,"Con","Kontrolle zu 65 (20cm daneben)",2020-09-11 10:00:00,3.65,31.4,60.1,117.2,7.8,15.1,-25.7,2.61,-1.1279,21.7174,22.8453,14.8608,1.6391,-0.1215,42575.3502,10211.4892,29445.7534,20363.9278,6371.4892,15323.6688,-548.3282,2019-11-03 01:00:00,64,2020-04-04 13:00:00,217,2020-04-04 13:00:00,217,2020-09-24 23:00:00,390,153,173,34,211,148,1.54166666666667,2.16666666666667,4.08333333333333,2.95833333333333,3.2,2.08333333333333,0.2,0.1,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.03,0,0,0,0.15,0,0,0.01,0.05,0,0.07,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,5,2674831,5,1159107,5,2635,134,"SE",25,176,"S","concave",FALSE,26.33,33.75,54,"Ns","grosser Nardus-Horst; bei 290cm (etwa 30cm vom Massband weg)",2020-09-11 10:20:00,3.77,3.4,48.3,55.8,3.7,15.2,-26.08,3.91,0.1466,21.4721,21.3255,12.1681,2.5338,0.6493,43712.9832,9821.1922,28436.2412,19844.6322,5984.1412,14278.4288,0,2019-11-03 01:00:00,64,2020-04-12 13:00:00,225,2020-04-12 13:00:00,225,2020-09-24 23:00:00,390,161,165,0,214,152,1.41666666666667,2.27777777777778,4.22222222222222,3.02777777777778,3.25,2,0.05,0.45,0,0,0,0,0,0.1,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.05,0,0,0.01,0.05,0,0,0.02,0,0,0.02,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0.01
68,5,2674831,5,1159107,5,2635,134,"SE",24,178,"S","flat",FALSE,23.67,32.2166666666667,NA,"Con","Kontrolle zu 67 (15cm daneben)",2020-09-11 10:25:00,3.84,3.1,54.2,58.8,3.9,15.2,-26.06,3.02,-0.1092,28.2629,28.3721,22.267,1.8411,-0.1092,45255.9218,10369.0506,30447.0942,23427.2946,6552.3188,16900.7368,-0.2184,2019-11-03 01:00:00,64,2020-04-07 13:00:00,220,2020-04-07 13:00:00,220,2020-09-24 23:00:00,390,156,170,0,210,152,1.375,2.3125,4.3125,2.96875,3.14285714285714,2.125,0.05,0.2,0,0,0,0.02,0,0.15,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.1,0,0,0.03,0,0,0,0,0,0,0.02,0,0,0.1,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.1,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0.03,0,0,0,0.01,0,0,0,0,0,0
69,5,2674831,5,1159107,5,2635,134,"SE",27,155,"SE","concave",FALSE,23,54.9333333333333,16,"Cc","Carex curvula; bei 390 cm (ca. 60cm vom Massband weg)",2020-09-11 10:45:00,3.61,10.4,49.8,101.2,6.5,15.5,-25.63,4.02,-0.3885,25.5977,25.9862,18.9089,2.3098,-0.0119,47368.67,10169.2586,31837.1258,23912.4428,6335.76,16964.8412,-33.2002,2019-11-03 01:00:00,64,2020-04-04 13:00:00,217,2020-04-04 13:00:00,217,2020-09-24 23:00:00,390,153,173,0,212,170,1.46428571428571,2.07142857142857,4.28571428571429,2.78571428571429,3.15384615384615,2,0.55,0.15,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0.07,0,0,0.01,0.05,0,0,0,0,0,0.01,0,0.01,0.03,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
70,5,2674831,5,1159107,5,2635,134,"SE",30,188,"S","flat",FALSE,33,39.4833333333333,NA,"Con","Kontrolle zu 69",2020-09-11 10:50:00,3.57,5.9,79.1,177.1,10.7,16.5,-25.55,1.78,-0.4138,27.2791,27.6929,21.6074,2.3499,0.6542,47754.6182,10133.7748,31642.5614,24458.3636,6296.4754,17028.9368,-18.625,2019-11-02 01:00:00,63,2020-04-08 09:00:00,221,2020-04-08 09:00:00,221,2020-09-24 23:00:00,390,158,169,0,212,168,1.46666666666667,2.2,4.26666666666667,2.8,3.14285714285714,2.13333333333333,0.25,0.2,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.02,0,0,0,0.15,0,0,0.02,0.1,0,0,0,0,0,0.02,0,0.01,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.03,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0
71,5,2674831,5,1159107,5,2635,134,"SE",31,141,"SE","concave",FALSE,23,54.8666666666667,54,"Ns","Mitten im Nardus; bei 570 cm (ca. 50cm vom Massband weg)",2020-09-11 11:25:00,3.51,5.6,54.2,132.3,7.6,17.3,-25.18,3.36,0.0783,17.6939,17.6156,8.4593,3.9072,0.5186,43718.5724,8782.9044,26932.3802,17046.149,4942.9044,11475.8066,0,2019-11-02 01:00:00,63,2020-04-04 13:00:00,217,2020-04-04 13:00:00,217,2020-09-24 23:00:00,390,154,173,0,244,172,1.5,2.16666666666667,4.33333333333333,2.58333333333333,3,2,0.07,0.85,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
72,5,2674831,5,1159107,5,2635,134,"SE",21,142,"SE","flat",FALSE,26.67,44.3,NA,"Con","Kontrolle zu 71 und 73; im Trifolium",2020-09-11 11:30:00,3.57,4.9,58.6,146.7,9.4,15.7,-25.35,2.47,-0.2164,23.8472,24.0636,15.8606,2.047,0.7268,47526.8352,10253.4704,31700.1942,23385.9226,6424.532,16810.1802,-68.607,2019-11-02 01:00:00,63,2020-04-06 13:00:00,219,2020-04-06 13:00:00,219,2020-09-24 23:00:00,390,156,171,0,221,167,1.39285714285714,2.28571428571429,4.21428571428571,2.67857142857143,3.16666666666667,2.07142857142857,0.4,0,0,0,0,0.01,0.05,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.1,0,0,0,0.03,0,0,0,0,0,0.01,0,0,0.07,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.1,0,0,0,0,0,0
73,5,2674831,5,1159107,5,2635,134,"SE",59,150,"SE","convex",FALSE,21.67,42.3833333333333,16,"Cc","Carex curvula; bei 600 cm (direkt am Massband)",2020-09-11 11:35:00,3.63,5.1,41,110.8,6.8,16.3,-25.36,3.17,-0.5396,25.0371,25.5767,19.1213,1.7922,0.403,46625.0064,9486.5904,30227.3698,23002.69,5677.3948,15531.6384,-15.712,2019-11-03 01:00:00,64,2020-04-06 11:00:00,219,2020-04-06 11:00:00,219,2020-09-24 23:00:00,390,155,171,0,212,173,1.41666666666667,2.08333333333333,4.41666666666667,2.70833333333333,3.2,2,0.4,0.1,0,0,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.03,0,0,0.05,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.15,0,0,0,0,0,0
74,5,2674831,5,1159107,5,2635,134,"SE",35,153,"SE","convex",FALSE,23.33,30.1833333333333,16,"Cc","Carex curvula; bei 720 cm (direkt am Massband)",2020-09-11 11:50:00,3.49,8.6,77.7,141.5,8.1,17.5,-25.91,1.8,-0.6626,33.4467,34.1093,27.6049,2.223,-0.6626,49447.8608,10015.5468,32893.759,25658.7074,6195.3978,18126.2058,-31.9182,2019-11-03 01:00:00,64,2020-04-04 13:00:00,217,2020-04-04 13:00:00,217,2020-09-24 23:00:00,390,153,173,0,219,169,1.375,2.25,4.16666666666667,2.75,3.18181818181818,2,0.65,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.01,0.02,0,0,0,0,0,0.03,0,0,0.03,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0.03,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
75,5,2674831,5,1159107,5,2635,134,"SE",33,160,"S","convex",FALSE,19.67,40.0333333333333,54,"Ns","Nardus; neben 74",2020-09-11 11:55:00,3.58,7.1,43.9,87.3,4.8,18.3,-26.12,3.37,-0.0882,20.8594,20.9476,13.4447,2.5593,0.3532,45668.6178,9182.2328,29120.947,20169.8868,5348.9198,13886.4336,-1.2852,2019-11-03 01:00:00,64,2020-04-05 13:00:00,218,2020-04-05 13:00:00,218,2020-09-24 23:00:00,390,154,172,0,232,175,1.5,2.09090909090909,4.09090909090909,2.59090909090909,3.2,1.90909090909091,0.25,0.45,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.04,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
76,5,2674831,5,1159107,5,2635,134,"SE",33,159,"S","concave",FALSE,21.33,36.4166666666667,NA,"Con","Kontrolle zu 74, 75; bei 740 cm",2020-09-11 12:00:00,3.67,6,45.4,104.4,6.4,16.4,-25.77,3.18,0.08,23.4155,23.3355,19.2004,2.0931,0.4576,NA,NA,NA,NA,NA,NA,NA,2019-11-02 01:00:00,63,2020-04-05 11:00:00,218,2020-04-05 11:00:00,218,2020-09-24 23:00:00,390,155,172,0,NA,NA,1.5,2.08333333333333,4.25,2.75,3.18181818181818,2,0.15,0.1,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.15,0,0,0.01,0.03,0,0,0,0,0,0.01,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.02,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,6,2674960,5,1159049,5,2563,120,"SE",3,80,"E","flat",FALSE,25,43.6625,54,"Ns","unter Nardus im Schneetälchen",2020-09-19 07:50:00,3.89,3.2,87.9,24.7,1.8,13.8,-23.03,2.2,0.0888,19.1501,19.0613,11.7849,0.0888,0.8426,26273.143,9648.0984,13833.6206,12078.4422,5808.0984,7677.433,0,2019-11-02 01:00:00,63,2020-06-25 11:00:00,299,2020-06-25 11:00:00,299,2020-09-24 23:00:00,390,236,91,0,130,87,1.35,2.4,4.2,3.75,3.88888888888889,2.3,0,0.55,0,0,0,0,0,0.02,0,0,0,0.04,0,0,0,0,0,0.2,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0
78,6,2674960,5,1159049,5,2563,120,"SE",2,81,"E","flat",FALSE,37,51.3125,NA,"Con","Kontrolle zu 77",2020-09-19 07:55:00,3.81,5,89.4,46.7,3.2,14.7,-23.18,1.8,0.1089,22.343,22.2341,15.7216,0.1089,0.7987,27166.7252,10087.2126,14286.0702,13055.2026,6247.987,8109.7656,0,2019-11-02 01:00:00,63,2020-06-25 11:00:00,299,2020-06-25 11:00:00,299,2020-09-24 23:00:00,390,236,91,0,129,84,1.27777777777778,2.22222222222222,4.33333333333333,3.72222222222222,4,2,0,0.15,0,0,0,0,0,0.05,0,0,0,0.03,0,0,0,0,0,0.5,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.05,0
79,6,2674960,5,1159049,5,2563,120,"SE",16,356,"N","concave",FALSE,9.67,50.82,54,"Ns","Nardus",2020-09-19 08:20:00,3.67,5.4,123.1,34.5,2.5,13.9,-22.31,3.52,0.0993,20.7143,20.615,14.6675,0.0993,2.2386,24050.2874,9232.84,13106.5656,10898.4144,5399.3094,7368.717,0,2019-11-02 01:00:00,63,2020-06-30 15:00:00,304,2020-06-30 15:00:00,304,2020-09-24 23:00:00,390,241,86,0,122,81,1.4375,2.5,4.25,3.5,3.33333333333333,2.25,0,0.2,0,0,0,0,0,0.1,0,0,0.01,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
80,6,2674960,5,1159049,5,2563,120,"SE",22,7,"N","convex",FALSE,33.67,36.29,16,"Cc","Carex",2020-09-19 08:25:00,3.71,7.3,43.5,32.6,2.2,14.9,-23.96,1.79,0.1191,20.7135,20.5944,15.3597,0.1191,1.9603,24339.4566,9044.1812,14719.5642,11222.019,5236.8796,8172.3984,0,2019-11-02 01:00:00,63,2020-06-24 11:00:00,298,2020-06-24 11:00:00,298,2020-09-24 23:00:00,390,235,92,0,120,78,1.3,2.3,4.5,3.3,3.44444444444444,2.3,0.1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.03,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0.03,0
81,6,2674960,5,1159049,5,2563,120,"SE",25,12,"N","concave",FALSE,11.33,33.74,NA,"Con","Kontrolle zu 80",2020-09-19 08:30:00,3.61,7.1,102.6,28.7,2,14.3,-24.04,2.22,0.2109,17.543,17.3321,11.0512,0.2109,3.115,25632.8464,8823.201,14780.0894,10632.2086,4984.9622,7763.2104,0,2019-11-02 01:00:00,63,2020-06-24 09:00:00,298,2020-06-24 09:00:00,298,2020-09-24 23:00:00,390,235,92,0,135,82,1.33333333333333,2.33333333333333,4.44444444444444,3.27777777777778,3.5,2.33333333333333,0.02,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.05,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.02,0
82,6,2674960,5,1159049,5,2563,120,"SE",21,120,"SE","convex",FALSE,14.67,27.1714285714286,16,"Cc","Carex",2020-09-19 08:40:00,3.79,4,52,52.2,3.4,15.2,-25.12,3.49,-0.1957,27.4508,27.6465,21.4838,0.0559,0.1188,29998.898,9987.613,18207.2088,16527.1412,6253.3588,11087.2324,-187,2019-11-02 01:00:00,63,2020-06-14 11:00:00,288,2020-06-14 11:00:00,288,2020-09-24 23:00:00,390,225,102,0,130,96,1.22222222222222,2.11111111111111,4.66666666666667,3.11111111111111,3.22222222222222,2,0.5,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.04,0,0.03,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
